Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K_per_9,BB_per_9,FIP,WAR,RA9_WAR,ADP,playerid
Jonas De La Cruz,PHI,0,0,5.8,0,1,0,1,1,1,0,1,1,1.73,7.27,6.12,6.01,0,0,999,sa3002680
Manuel Silva,PHI,0,0,5.72,0,1,0,1,1,1,0,1,1,1.68,6.84,5.62,6.08,0,0,999,sa917865
Anton Kuznetsov,PHI,0,0,5.73,0,1,0,1,1,1,0,1,1,1.79,6.57,6.44,6.08,0,0,999,sa3004331
Aidan Anderson,PHI,0,0,6,0,1,0,1,1,1,0,1,1,1.73,6.65,5.79,6.2,0,0,999,sa3011250
Brendan Bell,PHI,0,0,6.03,0,1,0,1,1,1,0,1,1,1.86,6.29,6.89,6.25,0,0,999,sa3011236
Christopher Soriano,PHI,0,0,5.93,0,1,0,1,1,1,0,1,1,1.87,6.07,6.98,6.32,0,0,999,sa3009514
Maikel Garrido,PHI,0,0,6.09,0,1,0,1,1,1,0,1,1,1.95,6.9,8.14,6.53,0,0,999,sa3008540
Tyler Adams,PHI,0,0,6.09,0,1,0,1,1,1,0,1,1,1.97,6.88,8.33,6.54,0,0,999,sa1170483
Neyker Ibarra,PHI,0,0,6.84,0,1,0,1,1,1,0,1,1,2.13,5.42,9.02,7.17,0,0,999,sa3009590
Estibenzon Jimenez,PHI,0,0,7.28,0,1,0,1,1,1,0,1,1,2.05,4.95,7.8,7.33,0,0,999,sa3015983
Douglas Mijares,PHI,0,0,7.54,0,1,0,1,1,1,0,1,1,2.19,5.28,9.29,7.63,0,0,999,sa3011817
Jonathan Rivas,PHI,0,0,7.58,0,1,0,1,1,1,0,1,1,2.22,5.04,9.5,7.71,0,0,999,sa3008685
Fernando Ortega,PHI,0,0,7.69,0,1,0,1,1,1,0,1,1,2.26,5.09,9.91,7.85,0,0,999,sa3009459
Joalbert Angulo,PHI,0,0,7.69,0,1,0,1,1,1,0,1,1,2.37,5.21,11.17,8.04,0,0,999,sa3009712
